0	0	5	1
0	0	8	0
0	0	10	1
0	0	23	1
0	0	25	0
1	0	39	1
1	0	46	0
1	0	56	0
1	0	60	0
1	0	64	0
1	0	68	0
1	0	69	0
1	0	77	0
1	0	89	0
1	0	93	0
1	0	96	1
1	0	98	0
1	0	104	0
1	0	109	0
1	0	110	0
1	0	115	0
1	0	116	1
1	0	126	0
1	0	129	1
1	0	134	0
1	0	135	1
1	0	137	0
1	0	142	0
1	0	149	0
1	0	150	0
1	0	155	0
2	0	160	1
2	0	164	1
2	0	165	0
2	0	168	1
2	0	170	1
2	0	172	1
2	0	177	0
3	0	198	0
3	0	200	1
3	0	204	1
3	0	211	0
3	0	213	0
3	0	217	0
3	0	220	1
3	0	221	0
3	0	222	0
3	0	233	1
3	0	238	0
3	0	239	0
3	0	241	1
3	0	242	0
3	0	258	0
3	0	269	0
3	0	272	0
3	0	274	0
3	0	278	1
3	0	279	0
3	0	283	0
3	0	289	0
3	0	309	0
3	0	315	1
3	0	319	0
3	0	329	0
3	0	349	0
3	0	350	0
3	0	353	0
3	0	358	0
3	0	361	0
3	0	363	1
3	0	365	0
3	0	366	0
3	0	367	1
3	0	375	0
3	0	376	0
3	0	378	0
3	0	381	0
3	0	384	0
3	0	386	0
3	0	391	0
3	0	400	0
3	0	414	0
3	0	415	0
3	0	417	0
3	0	432	0
3	0	434	0
3	0	449	0
3	0	450	0
3	0	451	0
3	0	452	1
3	0	459	0
3	0	461	0
3	0	467	1
3	0	473	0
3	0	480	0
3	0	481	0
3	0	483	0
3	0	484	0
3	0	486	0
3	0	490	0
4	0	504	0
4	0	507	0
4	0	514	0
4	0	522	0
4	0	524	1
4	0	529	0
4	0	533	0
4	0	534	1
5	0	536	0
5	0	541	0
5	0	549	0
5	0	551	0
5	0	562	0
5	0	567	1
5	0	568	0
5	0	576	0
5	0	581	1
5	0	586	1
5	0	590	0
5	0	591	0
5	0	593	0
5	0	600	0
5	0	611	0
5	0	615	0
6	0	64	0
6	0	196	1
6	0	620	0
6	0	624	1
6	0	625	0
6	0	632	1
6	0	642	1
6	0	644	1
6	0	646	0
6	0	648	1
6	0	651	0
6	0	668	1
6	0	671	0
6	0	677	0
6	0	680	1
7	0	227	0
7	0	692	0
7	0	701	0
7	0	704	0
8	0	232	1
8	0	686	0
8	0	722	0
8	0	723	0
8	0	725	0
9	0	2	0
9	0	20	1
9	0	71	0
9	0	91	1
9	0	729	0
9	0	741	0
9	0	748	1
9	0	750	1
9	0	752	0
10	0	502	0
10	0	762	0
10	0	771	0
10	0	783	0
10	0	785	0
10	0	790	0
11	0	9	1
11	0	137	1
11	0	540	1
11	0	794	1
11	0	809	1
11	0	810	0
11	0	815	1
11	0	820	1
11	0	826	1
11	0	828	1
11	0	832	0
11	0	835	0
11	0	837	1
11	0	839	1
11	0	847	1
11	0	850	1
11	0	852	1
11	0	859	1
11	0	863	0
12	0	225	0
12	0	498	1
12	0	868	0
12	0	869	0
12	0	870	0
12	0	877	0
12	0	893	1
12	0	898	1
12	0	905	1
12	0	907	0
12	0	919	0
12	0	923	0
12	0	924	0
12	0	925	0
12	0	932	0
13	0	938	1
13	0	940	1
13	0	944	0
13	0	958	1
13	0	959	0
13	0	961	1
14	0	86	1
14	0	177	0
14	0	894	1
14	0	969	1
14	0	971	1
14	0	976	0
14	0	978	0
14	0	985	1
14	0	992	0
14	0	1006	0
14	0	1018	1
14	0	1019	0
14	0	1020	0
14	0	1028	1
14	0	1034	0
14	0	1035	0
14	0	1037	0
14	0	1041	0
14	0	1042	1
14	0	1043	0
14	0	1045	0
14	0	1047	1
14	0	1054	0
15	0	559	0
15	0	1013	0
15	0	1057	0
15	0	1058	0
15	0	1062	1
15	0	1078	0
16	0	8	0
16	0	9	1
16	0	60	0
16	0	205	0
17	0	655	0
17	0	1095	1
17	0	1097	0
17	0	1101	0
17	0	1102	0
17	0	1103	0
17	0	1106	0
17	0	1109	0
17	0	1124	1
17	0	1125	0
17	0	1130	0
17	0	1134	0
17	0	1136	0
18	0	482	0
18	0	602	1
18	0	655	1
18	0	1155	1
18	0	1156	0
18	0	1162	0
18	0	1165	1
18	0	1174	1
19	0	65	0
19	0	238	0
19	0	720	0
19	0	1179	0
19	0	1180	0
19	0	1185	0
19	0	1195	0
19	0	1196	0
19	0	1197	0
19	0	1200	0
19	0	1210	0
19	0	1217	0
19	0	1218	0
19	0	1228	1
19	0	1236	0
20	0	13	0
20	0	25	1
20	0	725	0
20	0	1050	1
20	0	1250	0
20	0	1256	0
20	0	1257	1
20	0	1258	0
20	0	1260	1
20	0	1271	0
20	0	1273	1
20	0	1283	1
20	0	1284	1
20	0	1287	1
20	0	1295	1
20	0	1299	0
20	0	1305	1
20	0	1308	0
20	0	1312	0
20	0	1315	1
20	0	1316	1
21	0	941	0
21	0	1334	0
21	0	1340	0
21	0	1345	0
21	0	1348	0
21	0	1354	0
21	0	1355	0
21	0	1364	0
21	0	1371	0
21	0	1372	1
21	0	1373	0
21	0	1375	1
21	0	1376	0
21	0	1380	0
21	0	1382	1
22	0	2	0
22	0	228	0
22	0	239	0
22	0	806	0
22	0	812	1
22	0	949	0
22	0	1038	0
22	0	1387	0
22	0	1388	0
22	0	1400	0
22	0	1404	0
22	0	1409	0
22	0	1415	0
22	0	1417	0
22	0	1418	1
22	0	1420	0
22	0	1428	0
22	0	1429	0
23	0	241	0
23	0	1441	0
23	0	1444	0
23	0	1448	0
23	0	1466	0
23	0	1467	1
23	0	1469	0
24	0	1473	1
24	0	1474	1
24	0	1481	1
24	0	1482	1
24	0	1499	1
24	0	1504	0
25	0	1034	0
25	0	1506	0
25	0	1507	0
25	0	1510	0
25	0	1518	0
25	0	1526	0
26	0	1529	1
26	0	1531	0
26	0	1536	0
26	0	1537	0
26	0	1542	0
26	0	1549	0
27	0	227	0
27	0	707	0
27	0	1560	0
27	0	1569	0
28	0	1570	0
28	0	1577	0
28	0	1590	0
28	0	1592	1
28	0	1594	0
28	0	1598	0
28	0	1604	0
28	0	1606	0
28	0	1607	0
28	0	1614	0
28	0	1619	0
28	0	1627	0
28	0	1634	0
29	0	781	1
29	0	1463	0
29	0	1478	1
29	0	1640	0
29	0	1651	1
29	0	1673	0
29	0	1678	1
29	0	1679	0
29	0	1684	1
29	0	1687	1
29	0	1697	0
29	0	1698	1
29	0	1713	1
29	0	1717	1
29	0	1719	1
29	0	1720	0
29	0	1727	0
29	0	1731	0
29	0	1733	1
29	0	1743	1
29	0	1745	0
29	0	1747	1
29	0	1750	1
29	0	1769	0
29	0	1779	1
29	0	1781	0
29	0	1788	1
29	0	1794	0
29	0	1798	0
29	0	1802	1
29	0	1803	1
29	0	1804	1
29	0	1806	1
29	0	1807	1
29	0	1809	0
29	0	1812	1
29	0	1819	1
29	0	1820	1
29	0	1828	1
29	0	1837	0
29	0	1839	0
29	0	1840	1
29	0	1854	1
29	0	1857	1
29	0	1860	1
29	0	1861	0
29	0	1874	1
29	0	1875	1
29	0	1879	1
29	0	1880	1
30	0	39	0
30	0	207	0
30	0	693	0
30	0	1883	0
30	0	1884	0
30	0	1885	0
30	0	1893	0
30	0	1899	0
31	0	15	0
31	0	61	0
31	0	74	1
31	0	716	0
31	0	993	0
31	0	1016	0
31	0	1050	1
31	0	1199	0
31	0	1913	0
31	0	1918	0
31	0	1921	0
32	0	1936	0
32	0	1938	0
32	0	1940	0
32	0	1943	0
33	0	39	0
33	0	60	0
33	0	711	0
33	0	1433	1
33	0	1797	0
33	0	1953	0
33	0	1955	1
33	0	1956	0
33	0	1961	1
33	0	1967	1
33	0	1968	1
33	0	1987	1
33	0	1991	0
33	0	1992	1
33	0	1997	1
33	0	2004	1
33	0	2012	1
33	0	2015	1
34	0	1165	0
34	0	2020	0
34	0	2025	0
34	0	2027	0
34	0	2030	0
34	0	2037	0
34	0	2042	0
35	0	221	0
35	0	720	0
35	0	2046	0
35	0	2055	1
35	0	2059	0
35	0	2060	0
35	0	2063	0
35	0	2067	0
36	0	236	0
36	0	514	1
36	0	1155	1
36	0	1158	0
36	0	1199	0
36	0	2017	1
36	0	2075	1
36	0	2076	0
36	0	2085	1
36	0	2087	0
36	0	2092	0
36	0	2102	0
36	0	2105	1
36	0	2109	0
36	0	2117	1
36	0	2123	0
36	0	2124	0
36	0	2131	0
36	0	2137	0
37	0	2141	0
37	0	2142	0
37	0	2147	0
37	0	2156	0
38	0	61	0
38	0	82	0
38	0	212	0
38	0	692	0
38	0	749	0
38	0	935	1
38	0	1125	0
38	0	1188	1
38	0	1741	1
38	0	1948	0
38	0	1984	1
38	0	2075	1
38	0	2172	0
38	0	2183	0
38	0	2189	0
38	0	2191	0
38	0	2196	0
38	0	2202	1
38	0	2209	1
38	0	2210	1
38	0	2221	0
38	0	2225	1
38	0	2234	0
38	0	2243	1
38	0	2249	1
38	0	2252	1
38	0	2253	0
38	0	2258	0
38	0	2263	1
38	0	2268	0
38	0	2273	1
38	0	2275	1
38	0	2279	1
38	0	2281	0
38	0	2288	1
38	0	2292	1
38	0	2298	0
38	0	2301	0
38	0	2302	0
38	0	2304	1
38	0	2308	1
38	0	2313	0
38	0	2325	0
38	0	2326	0
38	0	2331	1
38	0	2333	1
38	0	2334	1
38	0	2339	0
38	0	2345	1
39	0	1087	1
39	0	1816	0
39	0	2006	0
39	0	2354	0
39	0	2361	1
39	0	2370	1
39	0	2371	0
39	0	2373	1
39	0	2376	1
39	0	2381	1
39	0	2385	0
39	0	2389	0
39	0	2391	1
39	0	2395	1
39	0	2400	0
39	0	2406	0
39	0	2415	0
40	0	222	0
40	0	2424	0
40	0	2427	0
40	0	2429	0
40	0	2432	0
40	0	2436	0
40	0	2438	0
40	0	2440	0
40	0	2448	0
40	0	2452	0
40	0	2456	0
40	0	2464	0
40	0	2466	0
40	0	2474	0
40	0	2481	0
40	0	2489	0
41	0	706	0
41	0	2491	0
41	0	2502	0
41	0	2507	0
41	0	2512	0
41	0	2515	0
41	0	2517	0
41	0	2518	0
41	0	2523	0
41	0	2526	0
41	0	2528	0
41	0	2533	0
41	0	2542	0
41	0	2550	0
41	0	2556	0
42	0	92	0
42	0	263	0
42	0	1900	0
42	0	2563	0
42	0	2564	0
42	0	2568	0
42	0	2569	0
42	0	2573	0
42	0	2575	0
42	0	2581	0
42	0	2585	0
42	0	2602	0
43	0	40	0
43	0	560	0
43	0	1468	0
43	0	1986	0
43	0	2615	1
43	0	2617	0
43	0	2631	1
43	0	2634	0
43	0	2635	1
43	0	2639	0
43	0	2651	0
43	0	2657	0
43	0	2658	1
43	0	2667	1
43	0	2670	0
43	0	2671	0
43	0	2675	0
43	0	2679	1
44	0	481	0
44	0	539	0
44	0	540	0
44	0	719	0
44	0	1190	0
44	0	1195	0
44	0	1469	0
44	0	1634	0
44	0	2682	0
44	0	2686	0
44	0	2687	0
44	0	2690	1
44	0	2697	0
44	0	2702	0
44	0	2714	0
44	0	2719	0
44	0	2724	0
44	0	2726	0
45	0	716	0
45	0	921	0
45	0	2155	0
45	0	2731	0
45	0	2739	1
45	0	2743	0
45	0	2745	1
46	0	485	0
46	0	486	0
46	0	2356	1
46	0	2751	0
46	0	2754	0
46	0	2755	0
46	0	2757	0
46	0	2758	0
46	0	2760	0
46	0	2761	0
46	0	2778	1
47	0	2284	0
47	0	2785	0
47	0	2787	0
47	0	2798	0
47	0	2799	0
47	0	2804	1
47	0	2805	0
48	0	61	1
48	0	222	0
48	0	558	1
48	0	715	0
48	0	749	1
48	0	1038	1
48	0	1073	0
48	0	2823	0
48	0	2827	1
48	0	2828	1
48	0	2840	0
49	0	2857	1
49	0	2864	1
49	0	2865	1
49	0	2869	1
49	0	2872	1
49	0	2874	1
49	0	2875	1
50	0	1307	0
50	0	2880	0
50	0	2885	0
50	0	2888	1
50	0	2889	0
51	0	833	0
51	0	2384	1
51	0	2894	0
51	0	2899	1
52	0	2915	0
52	0	2919	0
52	0	2923	0
52	0	2926	0
52	0	2931	0
52	0	2935	0
52	0	2938	0
52	0	2943	0
52	0	2946	0
52	0	2948	0
53	0	222	0
53	0	239	0
53	0	276	0
53	0	749	0
53	0	891	0
53	0	1125	0
53	0	1160	0
53	0	1354	0
53	0	1991	0
53	0	2123	0
53	0	2513	0
53	0	2715	1
53	0	2974	0
53	0	2975	0
53	0	2978	0
53	0	2983	1
53	0	2987	0
53	0	2993	0
53	0	2994	0
53	0	2998	0
53	0	3000	0
53	0	3008	1
53	0	3020	0
54	0	371	1
54	0	647	1
54	0	707	0
54	0	1162	0
54	0	1321	0
54	0	1924	1
54	0	3026	1
54	0	3027	1
54	0	3029	1
54	0	3036	0
54	0	3040	1
54	0	3048	0
54	0	3053	1
54	0	3059	1
54	0	3064	1
54	0	3066	1
54	0	3075	1
54	0	3079	1
54	0	3083	1
54	0	3087	0
54	0	3102	1
54	0	3106	1
54	0	3115	1
54	0	3118	1
54	0	3120	1
55	0	1032	0
55	0	2835	0
55	0	3125	0
55	0	3132	0
55	0	3133	1
55	0	3135	0
55	0	3140	0
55	0	3141	0
55	0	3143	0
55	0	3145	0
56	0	610	0
56	0	662	0
56	0	1220	0
56	0	1424	0
56	0	1622	1
56	0	1798	0
56	0	3155	1
56	0	3158	1
56	0	3168	0
56	0	3175	0
57	0	66	0
57	0	287	0
57	0	1299	1
57	0	3181	0
58	0	211	0
