0	0	5	3
0	0	8	5
0	0	10	3
0	0	23	3
0	0	25	4
1	0	39	3.5
1	0	46	4.5
1	0	56	4
1	0	60	4.5
1	0	64	5
1	0	68	4.5
1	0	69	4.5
1	0	77	4
1	0	89	4.5
1	0	93	5
1	0	96	2.5
1	0	98	4.5
1	0	104	4
1	0	109	5
1	0	110	5
1	0	115	4.5
1	0	116	3
1	0	126	4.5
1	0	129	3.5
1	0	134	4.5
1	0	135	3.5
1	0	137	5
1	0	142	4
1	0	149	4
1	0	150	4
1	0	155	4.5
2	0	160	2
2	0	164	2
2	0	165	4
2	0	168	3
2	0	170	2
2	0	172	2
2	0	177	4
3	0	198	5
3	0	200	3
3	0	204	3
3	0	211	5
3	0	213	4
3	0	217	5
3	0	220	2
3	0	221	4
3	0	222	5
3	0	233	3
3	0	238	4
3	0	239	5
3	0	241	3
3	0	242	5
3	0	258	5
3	0	269	5
3	0	272	5
3	0	274	5
3	0	278	3
3	0	279	4
3	0	283	4
3	0	289	5
3	0	309	5
3	0	315	1
3	0	319	4
3	0	329	5
3	0	349	4
3	0	350	4
3	0	353	4
3	0	358	4
3	0	361	5
3	0	363	3
3	0	365	5
3	0	366	5
3	0	367	3
3	0	375	4
3	0	376	5
3	0	378	5
3	0	381	5
3	0	384	5
3	0	386	5
3	0	391	5
3	0	400	4
3	0	414	5
3	0	415	5
3	0	417	5
3	0	432	4
3	0	434	4
3	0	449	4
3	0	450	4
3	0	451	4
3	0	452	3
3	0	459	4
3	0	461	4
3	0	467	3
3	0	473	4
3	0	480	5
3	0	481	5
3	0	483	5
3	0	484	4
3	0	486	4
3	0	490	4
4	0	504	4
4	0	507	4
4	0	514	5
4	0	522	5
4	0	524	3
4	0	529	5
4	0	533	4
4	0	534	2
5	0	536	4
5	0	541	5
5	0	549	5
5	0	551	5
5	0	562	5
5	0	567	3
5	0	568	4
5	0	576	4
5	0	581	3
5	0	586	3
5	0	590	5
5	0	591	4
5	0	593	4
5	0	600	5
5	0	611	4
5	0	615	5
6	0	64	4.5
6	0	196	3.5
6	0	620	4
6	0	624	3.5
6	0	625	4
6	0	632	3.5
6	0	642	3.5
6	0	644	3
6	0	646	4
6	0	648	3.5
6	0	651	4
6	0	668	3.5
6	0	671	4
6	0	677	4
6	0	680	3.5
7	0	227	5
7	0	692	5
7	0	701	5
7	0	704	5
8	0	232	3.5
8	0	686	4
8	0	722	4.5
8	0	723	5
8	0	725	4.5
9	0	2	5
9	0	20	2
9	0	71	4
9	0	91	2
9	0	729	5
9	0	741	5
9	0	748	1
9	0	750	1
9	0	752	5
10	0	502	5
10	0	762	5
10	0	771	4
10	0	783	5
10	0	785	4
10	0	790	4
11	0	9	3.5
11	0	137	3.5
11	0	540	3
11	0	794	3
11	0	809	3.5
11	0	810	4.5
11	0	815	3
11	0	820	2.5
11	0	826	3.5
11	0	828	3
11	0	832	4
11	0	835	4
11	0	837	3.5
11	0	839	3.5
11	0	847	3.5
11	0	850	2.5
11	0	852	2.5
11	0	859	2.5
11	0	863	4
12	0	225	5
12	0	498	3.5
12	0	868	4
12	0	869	4.5
12	0	870	5
12	0	877	4.5
12	0	893	3
12	0	898	3
12	0	905	3
12	0	907	5
12	0	919	4.5
12	0	923	4
12	0	924	4
12	0	925	5
12	0	932	4
13	0	938	3
13	0	940	1.5
13	0	944	4
13	0	958	3
13	0	959	4
13	0	961	3
14	0	86	3.5
14	0	177	4
14	0	894	3
14	0	969	3.5
14	0	971	3.5
14	0	976	4
14	0	978	4
14	0	985	3.5
14	0	992	4.5
14	0	1006	4
14	0	1018	3.5
14	0	1019	4
14	0	1020	4
14	0	1028	3.5
14	0	1034	4
14	0	1035	4
14	0	1037	4
14	0	1041	4
14	0	1042	3.5
14	0	1043	4
14	0	1045	4
14	0	1047	3.5
14	0	1054	4.5
15	0	559	4
15	0	1013	4
15	0	1057	4
15	0	1058	4
15	0	1062	3
15	0	1078	5
16	0	8	4
16	0	9	3
16	0	60	4
16	0	205	4.5
17	0	655	5
17	0	1095	3
17	0	1097	4
17	0	1101	4
17	0	1102	4
17	0	1103	4
17	0	1106	4
17	0	1109	5
17	0	1124	3
17	0	1125	4
17	0	1130	5
17	0	1134	5
17	0	1136	5
18	0	482	4
18	0	602	3.5
18	0	655	2
18	0	1155	3
18	0	1156	4
18	0	1162	4
18	0	1165	2
18	0	1174	3.5
19	0	65	5
19	0	238	5
19	0	720	5
19	0	1179	4
19	0	1180	4
19	0	1185	5
19	0	1195	4
19	0	1196	5
19	0	1197	5
19	0	1200	4
19	0	1210	5
19	0	1217	5
19	0	1218	4
19	0	1228	3
19	0	1236	4
20	0	13	4
20	0	25	3.5
20	0	725	4
20	0	1050	3.5
20	0	1250	4.5
20	0	1256	4
20	0	1257	3.5
20	0	1258	4
20	0	1260	3.5
20	0	1271	4
20	0	1273	3
20	0	1283	2
20	0	1284	3
20	0	1287	2
20	0	1295	3
20	0	1299	4.5
20	0	1305	3
20	0	1308	4
20	0	1312	4
20	0	1315	3
20	0	1316	3
21	0	941	4
21	0	1334	4
21	0	1340	4
21	0	1345	4.5
21	0	1348	5
21	0	1354	4
21	0	1355	4
21	0	1364	5
21	0	1371	4
21	0	1372	3
21	0	1373	5
21	0	1375	3
21	0	1376	4
21	0	1380	4
21	0	1382	3
22	0	2	4
22	0	228	5
22	0	239	5
22	0	806	5
22	0	812	3
22	0	949	5
22	0	1038	5
22	0	1387	5
22	0	1388	5
22	0	1400	4
22	0	1404	4
22	0	1409	5
22	0	1415	5
22	0	1417	5
22	0	1418	3
22	0	1420	5
22	0	1428	4
22	0	1429	5
23	0	241	4
23	0	1441	4
23	0	1444	5
23	0	1448	5
23	0	1466	4
23	0	1467	3
23	0	1469	5
24	0	1473	2.5
24	0	1474	3
24	0	1481	3.5
24	0	1482	2.5
24	0	1499	3
24	0	1504	4
25	0	1034	5
25	0	1506	4
25	0	1507	5
25	0	1510	5
25	0	1518	5
25	0	1526	5
26	0	1529	3
26	0	1531	5
26	0	1536	5
26	0	1537	5
26	0	1542	5
26	0	1549	4
27	0	227	4
27	0	707	4
27	0	1560	4
27	0	1569	4
28	0	1570	5
28	0	1577	5
28	0	1590	4
28	0	1592	3
28	0	1594	5
28	0	1598	5
28	0	1604	5
28	0	1606	5
28	0	1607	5
28	0	1614	4
28	0	1619	4
28	0	1627	4
28	0	1634	5
29	0	781	3
29	0	1463	4
29	0	1478	3
29	0	1640	5
29	0	1651	2
29	0	1673	4
29	0	1678	3
29	0	1679	4
29	0	1684	2
29	0	1687	3
29	0	1697	5
29	0	1698	3
29	0	1713	3
29	0	1717	3
29	0	1719	3
29	0	1720	4
29	0	1727	5
29	0	1731	5
29	0	1733	3
29	0	1743	3
29	0	1745	4
29	0	1747	3
29	0	1750	3
29	0	1769	4
29	0	1779	3
29	0	1781	4
29	0	1788	3
29	0	1794	5
29	0	1798	5
29	0	1802	3
29	0	1803	3
29	0	1804	3
29	0	1806	2
29	0	1807	3
29	0	1809	4
29	0	1812	1.5
29	0	1819	3
29	0	1820	3
29	0	1828	3
29	0	1837	4
29	0	1839	4
29	0	1840	3
29	0	1854	3
29	0	1857	3
29	0	1860	3
29	0	1861	4
29	0	1874	3
29	0	1875	2.5
29	0	1879	3
29	0	1880	3
30	0	39	4
30	0	207	5
30	0	693	5
30	0	1883	5
30	0	1884	5
30	0	1885	4
30	0	1893	4
30	0	1899	5
31	0	15	5
31	0	61	5
31	0	74	3
31	0	716	4
31	0	993	5
31	0	1016	4
31	0	1050	3
31	0	1199	5
31	0	1913	4
31	0	1918	4
31	0	1921	4
32	0	1936	5
32	0	1938	5
32	0	1940	5
32	0	1943	5
33	0	39	4
33	0	60	4
33	0	711	4
33	0	1433	2
33	0	1797	5
33	0	1953	4
33	0	1955	2
33	0	1956	4
33	0	1961	1
33	0	1967	1
33	0	1968	1
33	0	1987	3
33	0	1991	5
33	0	1992	3
33	0	1997	2
33	0	2004	1
33	0	2012	3
33	0	2015	3
34	0	1165	4.5
34	0	2020	5
34	0	2025	5
34	0	2027	4.5
34	0	2030	4
34	0	2037	4
34	0	2042	5
35	0	221	4
35	0	720	5
35	0	2046	4
35	0	2055	2
35	0	2059	5
35	0	2060	4
35	0	2063	5
35	0	2067	4
36	0	236	4
36	0	514	3.5
36	0	1155	3.5
36	0	1158	5
36	0	1199	5
36	0	2017	2
36	0	2075	1.5
36	0	2076	4
36	0	2085	3
36	0	2087	5
36	0	2092	4
36	0	2102	4
36	0	2105	2
36	0	2109	5
36	0	2117	2.5
36	0	2123	5
36	0	2124	4.5
36	0	2131	5
36	0	2137	4
37	0	2141	5
37	0	2142	4
37	0	2147	4
37	0	2156	5
38	0	61	5
38	0	82	5
38	0	212	4
38	0	692	5
38	0	749	5
38	0	935	3
38	0	1125	5
38	0	1188	1
38	0	1741	3
38	0	1948	5
38	0	1984	3
38	0	2075	3
38	0	2172	4
38	0	2183	4
38	0	2189	4
38	0	2191	4
38	0	2196	4
38	0	2202	3
38	0	2209	2
38	0	2210	3
38	0	2221	5
38	0	2225	3.5
38	0	2234	4
38	0	2243	3
38	0	2249	3.5
38	0	2252	3
38	0	2253	5
38	0	2258	5
38	0	2263	3
38	0	2268	4
38	0	2273	3
38	0	2275	3
38	0	2279	3
38	0	2281	4
38	0	2288	2
38	0	2292	3
38	0	2298	4
38	0	2301	5
38	0	2302	4
38	0	2304	3
38	0	2308	3
38	0	2313	4
38	0	2325	5
38	0	2326	5
38	0	2331	3
38	0	2333	2
38	0	2334	3
38	0	2339	4
38	0	2345	3
39	0	1087	1
39	0	1816	5
39	0	2006	5
39	0	2354	4
39	0	2361	3
39	0	2370	3
39	0	2371	5
39	0	2373	2
39	0	2376	3
39	0	2381	3
39	0	2385	5
39	0	2389	5
39	0	2391	3
39	0	2395	3
39	0	2400	5
39	0	2406	5
39	0	2415	4
40	0	222	5
40	0	2424	5
40	0	2427	5
40	0	2429	5
40	0	2432	4
40	0	2436	4
40	0	2438	5
40	0	2440	5
40	0	2448	4
40	0	2452	4
40	0	2456	4
40	0	2464	5
40	0	2466	5
40	0	2474	4
40	0	2481	4
40	0	2489	4
41	0	706	5
41	0	2491	5
41	0	2502	5
41	0	2507	5
41	0	2512	5
41	0	2515	4.5
41	0	2517	4.5
41	0	2518	5
41	0	2523	5
41	0	2526	5
41	0	2528	5
41	0	2533	5
41	0	2542	5
41	0	2550	4.5
41	0	2556	5
42	0	92	5
42	0	263	5
42	0	1900	5
42	0	2563	5
42	0	2564	5
42	0	2568	5
42	0	2569	5
42	0	2573	4
42	0	2575	4
42	0	2581	5
42	0	2585	5
42	0	2602	5
43	0	40	4
43	0	560	4
43	0	1468	4.5
43	0	1986	5
43	0	2615	3
43	0	2617	4
43	0	2631	3
43	0	2634	5
43	0	2635	3.5
43	0	2639	4.5
43	0	2651	4
43	0	2657	4
43	0	2658	3
43	0	2667	2
43	0	2670	5
43	0	2671	4
43	0	2675	5
43	0	2679	3
44	0	481	5
44	0	539	4
44	0	540	5
44	0	719	5
44	0	1190	5
44	0	1195	5
44	0	1469	5
44	0	1634	4.5
44	0	2682	5
44	0	2686	5
44	0	2687	5
44	0	2690	3
44	0	2697	5
44	0	2702	5
44	0	2714	5
44	0	2719	5
44	0	2724	4
44	0	2726	5
45	0	716	5
45	0	921	5
45	0	2155	5
45	0	2731	5
45	0	2739	3
45	0	2743	4
45	0	2745	3
46	0	485	5
46	0	486	5
46	0	2356	3
46	0	2751	4.5
46	0	2754	5
46	0	2755	5
46	0	2757	5
46	0	2758	4
46	0	2760	4.5
46	0	2761	4.5
46	0	2778	2
47	0	2284	4
47	0	2785	4
47	0	2787	5
47	0	2798	5
47	0	2799	5
47	0	2804	3
47	0	2805	5
48	0	61	3
48	0	222	4
48	0	558	3
48	0	715	5
48	0	749	3
48	0	1038	3
48	0	1073	4
48	0	2823	4
48	0	2827	2
48	0	2828	1.5
48	0	2840	4
49	0	2857	2
49	0	2864	3
49	0	2865	3
49	0	2869	3
49	0	2872	2
49	0	2874	2
49	0	2875	2
50	0	1307	4
50	0	2880	5
50	0	2885	5
50	0	2888	2
50	0	2889	4
51	0	833	4
51	0	2384	3
51	0	2894	5
51	0	2899	3
52	0	2915	5
52	0	2919	5
52	0	2923	4
52	0	2926	5
52	0	2931	5
52	0	2935	5
52	0	2938	4
52	0	2943	5
52	0	2946	4
52	0	2948	5
53	0	222	5
53	0	239	5
53	0	276	5
53	0	749	5
53	0	891	5
53	0	1125	5
53	0	1160	5
53	0	1354	4
53	0	1991	4
53	0	2123	4
53	0	2513	5
53	0	2715	2
53	0	2974	5
53	0	2975	5
53	0	2978	5
53	0	2983	3
53	0	2987	5
53	0	2993	4
53	0	2994	4
53	0	2998	5
53	0	3000	5
53	0	3008	3
53	0	3020	4
54	0	371	3
54	0	647	3
54	0	707	5
54	0	1162	4
54	0	1321	4
54	0	1924	3
54	0	3026	3
54	0	3027	3
54	0	3029	2
54	0	3036	5
54	0	3040	3
54	0	3048	4
54	0	3053	3
54	0	3059	2
54	0	3064	3
54	0	3066	3
54	0	3075	3
54	0	3079	2
54	0	3083	1
54	0	3087	4
54	0	3102	2
54	0	3106	3
54	0	3115	3
54	0	3118	3
54	0	3120	2
55	0	1032	4
55	0	2835	5
55	0	3125	4
55	0	3132	4.5
55	0	3133	3
55	0	3135	4
55	0	3140	4.5
55	0	3141	4.5
55	0	3143	4
55	0	3145	4
56	0	610	5
56	0	662	4
56	0	1220	4
56	0	1424	4
56	0	1622	3
56	0	1798	4
56	0	3155	3
56	0	3158	3.5
56	0	3168	5
56	0	3175	4.5
57	0	66	4.5
57	0	287	5
57	0	1299	3
57	0	3181	4
58	0	211	5
58	0	803	5
58	0	1021	5
58	0	1050	5
58	0	1073	5
58	0	2064	5
58	0	3189	5
58	0	3201	5
58	0	3212	5
58	0	3215	5
58	0	3221	5
58	0	3223	5
58	0	3231	5
58	0	3233	5
58	0	3236	4.5
58	0	3238	3.5
58	0	3240	3.5
58	0	3241	4.5
59	0	128	2
59	0	238	4
59	0	950	2
59	0	966	3
59	0	1408	3
59	0	2026	3
59	0	2978	3
59	0	3246	3
59	0	3255	3
59	0	3257	3
59	0	3262	4
59	0	3278	1
59	0	3279	1
59	0	3284	3
59	0	3285	1
59	0	3289	3
59	0	3290	2
59	0	3296	1
59	0	3299	4
59	0	3305	4
59	0	3307	2
59	0	3309	3
59	0	3310	2
60	0	539	4.5
60	0	809	4
60	0	2066	3
60	0	3157	4
60	0	3173	4.5
60	0	3177	3.5
60	0	3322	4.5
60	0	3327	4
60	0	3334	4
60	0	3341	4
60	0	3346	2
60	0	3348	3.5
60	0	3356	4
60	0	3357	4
61	0	1488	4
61	0	2639	5
61	0	3366	5
61	0	3371	5
61	0	3379	3
62	0	6	2
62	0	60	3.5
62	0	91	4
62	0	207	3.5
62	0	277	3
62	0	485	5
62	0	540	4
62	0	560	4
62	0	562	5
62	0	567	3.5
62	0	569	3.5
62	0	576	4
62	0	577	3
62	0	578	4
62	0	583	4
62	0	586	5
62	0	589	4
62	0	603	4
62	0	768	4
62	0	847	2.5
62	0	949	3
62	0	1043	4
62	0	1089	4
62	0	1163	4.5
62	0	1187	5
62	0	1388	4
62	0	1458	4
62	0	2590	3.5
62	0	2596	4
62	0	2680	2.5
62	0	2691	5
62	0	2701	5
62	0	2753	5
62	0	2754	5
62	0	2844	3.5
62	0	2967	3.5
62	0	3024	3.5
62	0	3158	5
62	0	3162	5
62	0	3210	4
62	0	3341	3
62	0	3390	3.5
62	0	3397	1
62	0	3400	4
62	0	3401	3.5
62	0	3419	5
62	0	3421	4
62	0	3423	5
62	0	3437	3.5
62	0	3444	3
62	0	3450	4
62	0	3456	1
62	0	3460	4
62	0	3467	4
62	0	3468	3.5
62	0	3469	4
62	0	3471	4
62	0	3476	3.5
62	0	3482	3.5
62	0	3492	3
62	0	3494	4
62	0	3503	4
62	0	3504	4
62	0	3507	3
62	0	3515	3.5
62	0	3523	4
62	0	3527	2.5
62	0	3531	3
62	0	3537	3.5
62	0	3539	3
62	0	3549	3
62	0	3561	3
62	0	3568	4
62	0	3582	3.5
62	0	3583	3.5
62	0	3588	3.5
62	0	3593	3
62	0	3595	4
62	0	3596	3
62	0	3597	3.5
62	0	3599	2
62	0	3608	3
62	0	3614	4
62	0	3622	2.5
62	0	3623	3
62	0	3641	3.5
62	0	3649	4
63	0	4	5
63	0	60	5
63	0	222	4
63	0	719	3
63	0	942	2
63	0	1034	5
63	0	1199	4
63	0	1991	5
63	0	2125	4.5
63	0	3124	4
63	0	3654	5
